OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,AIRPORTCODE,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
306,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,306,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.721413346,144.896584019
307,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,307,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.722870766,144.897517958
308,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,308,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.7234418369999,144.897886774
309,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,309,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.721895187,144.89684576
310,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,310,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.7240248049999,144.898249642
311,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,311,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.724328186,144.898439999
312,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,312,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.7246256189999,144.898636304
313,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,313,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.7249765889999,144.898886148
314,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,314,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.728011592,144.89520988
315,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,315,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.728011592,144.894335429
316,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,316,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.7294095249999,144.893327132
317,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,317,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.729350038,144.892767959
318,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,318,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.7292667569999,144.89214335
319,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,319,Melbourne-Essendon,Operational,MEB,,Essendon Fields ,Victoria,4,20121001,,-37.7292191679999,144.891602023
320,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,320,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.7277260559999,144.892744164
321,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,321,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.7285172269999,144.891218335
322,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,322,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.727696313,144.891938122
323,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,323,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.7205225929999,144.896992041
324,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,324,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.7205130749999,144.897363237
325,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,325,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.7207034319999,144.898086593
326,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,326,Melbourne-Essendon,Operational,MEB,,Essendon Fields,Victoria,4,20121001,,-37.720018148,144.898257914
327,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,327,Gladstone,Operational,GLT,,Clinton,Queensland,4,20121001,,-23.86952101,151.229014641
328,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,328,Gladstone,Operational,GLT,,Clinton,Queensland,4,20121001,,-23.8690114299999,151.227479762
329,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,329,Gladstone,Operational,GLT,,Clinton,Queensland,4,20121001,,-23.869540157,151.220547898
330,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,330,Gladstone,Operational,GLT,,Clinton,Queensland,4,20121001,,-23.869498844,151.220401427
331,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,331,Gladstone,Operational,GLT,,Clinton,Queensland,4,20121001,,-23.869446264,151.220251199
332,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,332,Gladstone,Operational,GLT,,Clinton,Queensland,4,20121001,,-23.869404952,151.220104727
333,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,333,Gladstone,Operational,GLT,,Clinton,Queensland,4,20121001,,-23.8693561279999,151.219958255
334,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,334,Gladstone,Operational,GLT,,Clinton,Queensland,4,20121001,,-23.8692997919999,151.219811783
335,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,335,Gladstone,Operational,GLT,,Clinton,Queensland,4,20121001,,-23.869228434,151.219556396
336,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,336,Gladstone,Operational,GLT,,Clinton,Queensland,4,20121001,,-23.871031165,151.222775023
337,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,337,Gove,Operational,GOV,,Gove,Queensland,4,20121001,,-12.2712961129999,136.823275586
338,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,338,Gove,Operational,GOV,,Gove,Queensland,4,20121001,,-12.2739075709999,136.823941835
339,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,339,Gove,Operational,GOV,,Gove,Queensland,4,20121001,,-12.275121096,136.827487232
340,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,340,Gove,Operational,GOV,,Gove,Queensland,4,20121001,,-12.2738242899999,136.825952479
341,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,341,Gove,Operational,GOV,,Gove,Queensland,4,20121001,,-12.2733246029999,136.825393306
342,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,342,Gove,Operational,GOV,,Gove,Queensland,4,20121001,,-12.272997427,136.824828184
343,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,343,Gove,Operational,GOV,,Gove,Queensland,4,20121001,,-12.272646457,136.824435573
344,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,344,Gove,Operational,GOV,,Gove,Queensland,4,20121001,,-12.274276388,136.826511653
345,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,345,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.320712875,152.885798427
346,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,346,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.320819951,152.885988784
347,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,347,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.320879438,152.886149398
348,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,348,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.3209924619999,152.886339755
349,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,349,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.321051949,152.886655033
350,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,350,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.3215516349999,152.886553906
351,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,351,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.321628968,152.886696674
352,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,352,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.3217181979999,152.886869185
353,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,353,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.3217836329999,152.887035747
354,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,354,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.3219680409999,152.887359949
355,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,355,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.3221346029999,152.887806098
356,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,356,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.321979938,152.887871533
357,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,357,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.322556958,152.888395014
358,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,358,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.3228841339999,152.888716241
359,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,359,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.322307114,152.888656755
360,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,360,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.3225748039999,152.889168339
361,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,361,Hervey Bay,Operational,HVB,Don Adams Drive,Hervey Bay,Queensland,4,20121001,,-25.322771109,152.889555001
362,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,362,Hamilton Island,Operational,HTI,,Hamilton Island,Queensland,4,20121001,,-20.3547086999999,148.951015145
363,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,363,Hamilton Island,Operational,HTI,,Hamilton Island,Queensland,4,20121001,,-20.3556993949999,148.948549502
364,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,364,Hobart,Operational,HBA,Gatty Street,Cambridge,Tasmania,4,20121001,,-42.839486383,147.506079079
365,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,365,Hobart,Operational,HBA,Gatty Street,Cambridge,Tasmania,4,20121001,,-42.839118648,147.506641497
366,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,366,Hobart,Operational,HBA,Gatty Street,Cambridge,Tasmania,4,20121001,,-42.838891518,147.506922707
367,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,367,Hobart,Operational,HBA,Gatty Street,Cambridge,Tasmania,4,20121001,,-42.8406977449999,147.509669902
368,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,368,Hobart,Operational,HBA,Gatty Street,Cambridge,Tasmania,4,20121001,,-42.840156958,147.510318846
369,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,369,Hobart,Operational,HBA,Gatty Street,Cambridge,Tasmania,4,20121001,,-42.84010288,147.509940296
370,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,370,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.097477414,115.872754937
371,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,371,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0974125189999,115.87244128
372,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,372,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0972394679999,115.872149256
373,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,373,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.097163757,115.872008651
374,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,374,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0970772319999,115.871705811
375,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,375,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.096947443,115.871392154
376,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,376,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.097012337,115.870981157
377,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,377,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.097682913,115.870570159
378,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,378,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0978235169999,115.870851368
379,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,379,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.097953306,115.871219103
380,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,380,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.098050647,115.871413786
381,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,381,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.097682913,115.873663458
382,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,382,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0973476249999,115.874193429
383,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,383,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.094863828,115.878384564
384,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,384,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.094440611,115.878888691
385,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,385,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0941978829999,115.879118971
386,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,386,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.093836903,115.879386595
387,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,387,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.093413685,115.879840931
388,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,388,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0930464809999,115.880158345
389,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,389,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0928784389999,115.880320163
390,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,390,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.092529906,115.880643801
391,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,391,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0923120739999,115.880830514
392,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,392,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.091957317,115.881091914
393,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,393,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.091142001,115.88126618
394,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,394,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0905880829999,115.881371984
395,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,395,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0902644459999,115.881452894
396,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,396,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.089866123,115.881583593
397,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,397,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0888143019999,115.881788978
398,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,398,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.088397308,115.881888559
399,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,399,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.088092343,115.882019259
400,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,400,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.089343325,115.881695621
401,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,401,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0876691249999,115.882112616
402,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,402,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0865177229999,115.882358455
403,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,403,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.086057162,115.882078385
404,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,404,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0860198199999,115.881848104
405,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,405,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.086106953,115.882252651
406,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,406,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.086138072,115.882570064
407,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,407,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.085472126,115.881592929
408,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,408,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0859513579999,115.881549362
409,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,409,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.085534364,115.88197258
410,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,410,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0855903779999,115.882215308
411,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,411,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.085621497,115.882445588
412,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,412,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.085677511,115.882675869
413,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,413,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.085403664,115.882731883
414,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,414,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.085179608,115.882800345
415,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,415,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.087367893,115.882227756
416,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,416,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.084280892,115.881592929
417,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,417,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.084287116,115.881904118
418,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,418,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.084411592,115.882271322
419,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,419,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.084448935,115.88251405
420,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,420,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0844862769999,115.882787897
421,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,421,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0845609629999,115.883099087
422,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,422,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.084598306,115.883379157
423,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,423,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0846107529999,115.883634333
424,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,424,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0847414529999,115.884051327
425,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,425,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.084766348,115.884387412
426,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,426,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0853015939999,115.882482931
427,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,427,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0852331319999,115.882121951
428,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,428,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.085046419,115.882140623
429,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,429,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0850090759999,115.881916566
430,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,430,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.085208237,115.881885447
431,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,431,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0849966279999,115.881499572
432,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,432,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0852331319999,115.881456005
433,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,433,Jandakot,Operational,JAD,,Jandakot,Western Australia,4,20121001,,-32.0909809509999,115.885411196
434,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,434,Kalgoorlie-Boulder,Operational,KGI,,Kalgoorlie-Boulder,Western Australia,4,20121001,,-30.780879027,121.459178417
435,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,435,Kalgoorlie-Boulder,Operational,KGI,,Kalgoorlie-Boulder,Western Australia,4,20121001,,-30.7826264779999,121.459865528
436,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,436,Kalgoorlie-Boulder,Operational,KGI,,Kalgoorlie-Boulder,Western Australia,4,20121001,,-30.7826264779999,121.460276871
437,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,437,Kalgoorlie-Boulder,Operational,KGI,,Kalgoorlie-Boulder,Western Australia,4,20121001,,-30.782531869,121.464057116
438,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,438,Kalgoorlie-Boulder,Operational,KGI,,Kalgoorlie-Boulder,Western Australia,4,20121001,,-30.782618251,121.463119253
439,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,439,Karratha,Operational,KTA,,Karratha,Western Australia,4,20121001,,-20.7096783549999,116.764453806
440,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,440,Karratha,Operational,KTA,,Karratha,Western Australia,4,20121001,,-20.7096387409999,116.765376265
441,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,441,Karratha,Operational,KTA,,Karratha,Western Australia,4,20121001,,-20.7095538519999,116.76632702
442,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,442,Karratha,Operational,KTA,,Karratha,Western Australia,4,20121001,,-20.7094519849999,116.767102339
443,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,443,Karratha,Operational,KTA,,Karratha,Western Australia,4,20121001,,-20.708942652,116.767419257
444,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,444,Karratha,Operational,KTA,,Karratha,Western Australia,4,20121001,,-20.708416341,116.771941005
445,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,445,Karratha,Operational,KTA,,Karratha,Western Australia,4,20121001,,-20.7084389779999,116.773061538
446,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,446,Karratha,Operational,KTA,,Karratha,Western Australia,4,20121001,,-20.708416341,116.773372797
447,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,447,Launceston,Operational,LST,,Launceston,Tasmania,4,20121001,,-41.5486186639999,147.209904956
448,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,448,Launceston,Operational,LST,,Launceston,Tasmania,4,20121001,,-41.5494038859999,147.21054741
449,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,449,Launceston,Operational,LST,,Launceston,Tasmania,4,20121001,,-41.5499035729999,147.211142276
450,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,450,Launceston,Operational,LST,,Launceston,Tasmania,4,20121001,,-41.550331876,147.211641963
451,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,451,Launceston,Operational,LST,,Launceston,Tasmania,4,20121001,,-41.5508791519999,147.212260622
452,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,452,Launceston,Operational,LST,,Launceston,Tasmania,4,20121001,,-41.5417182269999,147.204789115
453,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,453,Mackay,Operational,MKY,,South Mackay,Queensland,4,20121001,,-21.1740624359999,149.179558088
454,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,454,Mackay,Operational,MKY,,South Mackay,Queensland,4,20121001,,-21.174185569,149.179628983
455,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,455,Mackay,Operational,MKY,,South Mackay,Queensland,4,20121001,,-21.174510192,149.179490925
456,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,456,Mackay,Operational,MKY,,South Mackay,Queensland,4,20121001,,-21.174771382,149.178996528
457,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,457,Mackay,Operational,MKY,,South Mackay,Queensland,4,20121001,,-21.168387138,149.183502066
458,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,458,Mackay,Operational,MKY,,South Mackay,Queensland,4,20121001,,-21.167984158,149.184328548
459,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,459,Mackay,Operational,MKY,,South Mackay,Queensland,4,20121001,,-21.1677155049999,149.184138252
460,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,460,Mackay,Operational,MKY,,South Mackay,Queensland,4,20121001,,-21.167868488,149.182197979
461,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,461,Mackay,Operational,MKY,,South Mackay,Queensland,4,20121001,,-21.167689386,149.182074846
462,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,462,Mackay,Operational,MKY,,South Mackay,Queensland,4,20121001,,-21.167469239,149.18194052
463,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,463,Melbourne,Operational,MEL,,Melbourne Airport,Victoria,4,20121001,,-37.6856239599999,144.858055932
464,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,464,Melbourne,Operational,MEL,,Melbourne Airport,Victoria,4,20121001,,-37.686145632,144.855311484
465,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,465,Melbourne,Operational,MEL,,Melbourne Airport,Victoria,4,20121001,,-37.687007525,144.855470254
466,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,466,Melbourne,Operational,MEL,,Melbourne Airport,Victoria,4,20121001,,-37.6858961369999,144.852408266
467,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,467,Melbourne,Operational,MEL,,Melbourne Airport,Victoria,4,20121001,,-37.6872570199999,144.853066027
468,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,468,Melbourne,Operational,MEL,,Melbourne Airport,Victoria,4,20121001,,-37.685669323,144.847599812
