OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,AIRPORTCODE,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
159,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,159,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9250465289999,150.997734014
160,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,160,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.924796686,150.997204584
161,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,161,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9244516639999,150.9971332
162,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,162,Brisbane,Operational,BNE,,Brisbane Airport,Queensland,4,20121001,,-27.38346732,153.137768056
163,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,163,Brisbane,Operational,BNE,,Brisbane Airport,Queensland,4,20121001,,-27.383879743,153.137076969
164,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,164,Brisbane,Operational,BNE,,Brisbane Airport,Queensland,4,20121001,,-27.3843033119999,153.136776012
165,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,165,Brisbane,Operational,BNE,,Brisbane Airport,Queensland,4,20121001,,-27.3850947179999,153.136374736
166,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,166,Brisbane,Operational,BNE,,Brisbane Airport,Queensland,4,20121001,,-27.385986444,153.135917727
167,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,167,Brisbane,Operational,BNE,,Brisbane Airport,Queensland,4,20121001,,-27.386577212,153.135639062
168,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,168,Brisbane,Operational,BNE,,Brisbane Airport,Queensland,4,20121001,,-27.38716798,153.135260079
169,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,169,Brisbane,Operational,BNE,,Brisbane Airport,Queensland,4,20121001,,-27.3877476009999,153.134947975
170,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,170,Brisbane,Operational,BNE,,Brisbane Airport,Queensland,4,20121001,,-27.388405249,153.134468673
171,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,171,Brisbane,Operational,BNE,,Brisbane Airport,Queensland,4,20121001,,-27.398075231,153.128692861
172,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,172,Brisbane,Operational,BNE,,Brisbane Airport,Queensland,4,20121001,,-27.4007542049999,153.127219425
173,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,173,Brisbane,Operational,BNE,,Brisbane Airport,Queensland,4,20121001,,-27.403265744,153.124841836
174,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,174,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.9000712449999,152.322090942
175,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,175,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.899785709,152.322728638
176,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,176,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.900794601,152.322700084
177,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,177,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.90070894,152.322871406
178,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,178,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.900594726,152.323042727
179,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,179,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.900518583,152.32320453
180,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,180,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.900413887,152.323385369
181,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,181,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.900680387,152.323965958
182,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,182,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.9007660469999,152.323747047
183,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,183,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.9002616019999,152.323575726
184,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,184,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.901118208,152.324232457
185,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,185,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.901232422,152.324051618
186,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,186,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.9013275999999,152.323870779
187,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,187,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.9014322959999,152.323718494
188,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,188,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.901556028,152.323537655
189,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,189,Bundaberg,Operational,BDB,,Bundaberg,Queensland,4,20121001,,-24.901603618,152.323356816
190,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,190,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.878755729,145.755326091
191,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,191,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.879392235,145.755534294
192,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,192,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.8796718209999,145.755665164
193,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,193,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.8800614579999,145.755837675
194,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,194,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.880543299,145.756439976
195,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,195,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.880391608,145.756805818
196,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,196,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.88000792,145.757726372
197,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,197,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.88113519,145.758136829
198,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,198,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.880308327,145.758005959
199,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,199,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.882143487,145.757547913
200,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,200,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.8843703439999,145.759727485
201,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,201,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.8835937599999,145.759216526
202,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,202,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.884955087,145.759756999
203,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,203,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.885294497,145.760145291
204,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,204,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.885657887,145.760329753
205,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,205,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.8857777869999,145.760385092
206,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,206,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.8858884639999,145.760434896
207,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,207,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.886008364,145.760482856
208,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,208,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.88612273,145.76053635
209,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,209,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.8862370969999,145.760591689
210,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,210,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.8864012679999,145.760668241
211,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,211,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.8865211679999,145.760716201
212,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,212,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.886637379,145.760769694
213,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,213,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.886775725,145.760810276
214,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,214,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.8869103819999,145.760876682
215,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,215,Cairns International,Operational,CNS,Tom MacDonald Drive,Cairns,Queensland,4,20121001,,-16.8870339709999,145.760930176
216,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,216,Camden,Operational,CDU,,Camden,New South Wales,4,20121001,,-34.0424379689999,150.689338085
217,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,217,Camden,Operational,CDU,,Camden,New South Wales,4,20121001,,-34.042860323,150.689808029
218,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,218,Camden,Operational,CDU,,Camden,New South Wales,4,20121001,,-34.0426283259999,150.690135205
